"Subject","Condition","JOL","Recall","Direction","ex"
17,"A",90,100,"F",1
17,"A",15,100,"B",1
17,"A",75,0,"B",1
17,"A",90,0,"B",1
17,"A",0,0,"B",1
17,"A",50,0,"B",1
17,"A",80,100,"B",1
17,"A",30,0,"B",1
17,"A",75,0,"B",1
17,"A",15,0,"B",1
17,"A",50,0,"B",1
17,"A",40,100,"B",1
17,"A",90,0,"B",1
17,"A",80,0,"B",1
17,"A",80,0,"B",1
17,"A",90,0,"B",1
17,"A",50,0,"B",1
17,"A",70,0,"B",1
17,"A",10,0,"B",1
17,"A",55,100,"B",1
17,"A",80,0,"B",1
17,"A",80,0,"S",1
17,"A",20,0,"S",1
17,"A",10,0,"S",1
17,"A",80,0,"S",1
17,"A",60,100,"S",1
17,"A",50,100,"S",1
17,"A",90,100,"S",1
17,"A",60,100,"S",1
17,"A",100,100,"S",1
17,"A",40,0,"S",1
17,"A",70,100,"S",1
17,"A",50,100,"S",1
17,"A",95,100,"S",1
17,"A",60,0,"S",1
17,"A",60,0,"S",1
17,"A",80,0,"S",1
17,"A",80,100,"S",1
17,"A",90,100,"S",1
17,"A",90,0,"S",1
17,"A",60,100,"S",1
17,"A",10,0,"U",1
17,"A",5,0,"U",1
17,"A",5,0,"U",1
17,"A",5,0,"U",1
17,"A",10,0,"U",1
17,"A",5,0,"U",1
17,"A",10,0,"U",1
17,"A",5,0,"U",1
17,"A",0,0,"U",1
17,"A",10,0,"U",1
17,"A",5,0,"U",1
17,"A",20,0,"U",1
17,"A",10,0,"U",1
17,"A",10,0,"U",1
17,"A",5,0,"U",1
17,"A",5,0,"U",1
17,"A",0,0,"U",1
17,"A",5,0,"U",1
17,"A",10,0,"U",1
17,"A",5,0,"U",1
17,"A",25,0,"F",1
17,"A",25,0,"F",1
17,"A",30,100,"F",1
17,"A",25,0,"F",1
17,"A",45,100,"F",1
17,"A",0,0,"F",1
17,"A",50,0,"F",1
17,"A",30,0,"F",1
17,"A",25,0,"F",1
17,"A",45,0,"F",1
17,"A",50,100,"F",1
17,"A",50,0,"F",1
17,"A",40,100,"F",1
17,"A",45,100,"F",1
17,"A",30,100,"F",1
17,"A",45,0,"F",1
17,"A",5,0,"F",1
17,"A",40,100,"F",1
17,"A",30,100,"F",1
17,"A",50,100,"F",1
17,"A",50,0,"B",1
17,"A",40,100,"B",1
17,"A",50,0,"B",1
17,"A",30,100,"B",1
17,"A",40,0,"B",1
17,"A",45,100,"B",1
17,"A",20,0,"B",1
17,"A",5,0,"B",1
17,"A",30,100,"B",1
17,"A",45,0,"B",1
17,"A",35,100,"B",1
17,"A",45,0,"B",1
17,"A",50,0,"B",1
17,"A",30,100,"B",1
17,"A",30,0,"B",1
17,"A",40,100,"B",1
17,"A",30,0,"B",1
17,"A",35,100,"B",1
17,"A",45,0,"B",1
17,"A",45,0,"B",1
17,"A",50,100,"S",1
17,"A",45,100,"S",1
17,"A",50,100,"S",1
17,"A",40,100,"S",1
17,"A",35,0,"S",1
17,"A",20,100,"S",1
17,"A",30,100,"S",1
17,"A",40,100,"S",1
17,"A",30,100,"S",1
17,"A",50,0,"S",1
17,"A",45,100,"S",1
17,"A",30,100,"S",1
17,"A",50,100,"S",1
17,"A",40,0,"S",1
17,"A",25,0,"S",1
17,"A",50,100,"S",1
17,"A",50,100,"S",1
17,"A",5,100,"S",1
17,"A",45,0,"S",1
17,"A",45,0,"S",1
17,"A",20,0,"U",1
17,"A",21,0,"U",1
17,"A",21,0,"U",1
17,"A",10,0,"U",1
17,"A",12,0,"U",1
17,"A",50,100,"U",1
17,"A",30,0,"U",1
17,"A",5,0,"U",1
17,"A",10,0,"U",1
17,"A",10,0,"U",1
17,"A",10,0,"U",1
17,"A",23,0,"U",1
17,"A",20,100,"U",1
17,"A",10,0,"U",1
17,"A",10,0,"U",1
17,"A",0,0,"U",1
17,"A",0,100,"U",1
17,"A",10,0,"U",1
17,"A",10,0,"U",1
17,"A",10,0,"U",1
21,"A",89,0,"F",1
21,"A",60,100,"F",1
21,"A",57,0,"F",1
21,"A",22,100,"F",1
21,"A",40,0,"F",1
21,"A",99,0,"F",1
21,"A",90,0,"F",1
21,"A",79,0,"F",1
21,"A",88,100,"F",1
21,"A",89,100,"F",1
21,"A",90,100,"F",1
21,"A",88,0,"F",1
21,"A",80,100,"F",1
21,"A",20,0,"F",1
21,"A",100,0,"F",1
21,"A",70,0,"F",1
21,"A",60,100,"F",1
21,"A",100,100,"F",1
21,"A",60,0,"F",1
21,"A",100,100,"F",1
21,"A",96,0,"B",1
21,"A",80,0,"B",1
21,"A",88,0,"B",1
21,"A",0,0,"B",1
21,"A",90,0,"B",1
21,"A",80,0,"B",1
21,"A",90,100,"B",1
21,"A",96,100,"B",1
21,"A",90,100,"B",1
21,"A",90,100,"B",1
21,"A",40,0,"B",1
21,"A",90,0,"B",1
21,"A",90,0,"B",1
21,"A",50,0,"B",1
21,"A",55,0,"B",1
21,"A",98,0,"B",1
21,"A",60,0,"B",1
21,"A",99,0,"B",1
21,"A",89,100,"B",1
21,"A",60,100,"B",1
21,"A",75,0,"S",1
21,"A",20,0,"S",1
21,"A",50,0,"S",1
21,"A",60,0,"S",1
21,"A",90,100,"S",1
21,"A",79,0,"S",1
21,"A",45,0,"S",1
21,"A",87,0,"S",1
21,"A",100,100,"S",1
21,"A",70,100,"S",1
21,"A",88,100,"S",1
21,"A",87,0,"S",1
21,"A",85,100,"S",1
21,"A",0,100,"S",1
21,"A",88,0,"S",1
21,"A",100,0,"S",1
21,"A",88,100,"S",1
21,"A",99,100,"S",1
21,"A",90,0,"S",1
21,"A",80,100,"S",1
21,"A",0,0,"U",1
21,"A",10,0,"U",1
21,"A",77,0,"U",1
21,"A",79,0,"U",1
21,"A",20,0,"U",1
21,"A",20,0,"U",1
21,"A",30,0,"U",1
21,"A",22,0,"U",1
21,"A",22,0,"U",1
21,"A",88,0,"U",1
21,"A",77,0,"U",1
21,"A",90,0,"U",1
21,"A",70,0,"U",1
21,"A",30,0,"U",1
21,"A",30,0,"U",1
21,"A",50,0,"U",1
21,"A",30,0,"U",1
21,"A",30,0,"U",1
21,"A",80,0,"U",1
21,"A",10,0,"U",1
21,"A",23,0,"F",1
21,"A",96,0,"F",1
21,"A",55,100,"F",1
21,"A",95,0,"F",1
21,"A",80,0,"F",1
21,"A",70,100,"F",1
21,"A",65,0,"F",1
21,"A",60,0,"F",1
21,"A",90,0,"F",1
21,"A",88,100,"F",1
21,"A",90,0,"F",1
21,"A",95,100,"F",1
21,"A",90,0,"F",1
21,"A",70,100,"F",1
21,"A",11,0,"F",1
21,"A",90,0,"F",1
21,"A",70,100,"F",1
21,"A",55,100,"F",1
21,"A",90,100,"F",1
21,"A",66,100,"F",1
21,"A",70,100,"B",1
21,"A",90,0,"B",1
21,"A",99,0,"B",1
21,"A",65,100,"B",1
21,"A",99,100,"B",1
21,"A",80,100,"B",1
21,"A",90,0,"B",1
21,"A",80,0,"B",1
21,"A",80,0,"B",1
21,"A",70,0,"B",1
21,"A",95,0,"B",1
21,"A",80,0,"B",1
21,"A",90,0,"B",1
21,"A",90,0,"B",1
21,"A",60,0,"B",1
21,"A",90,0,"B",1
21,"A",90,0,"B",1
21,"A",99,100,"B",1
21,"A",90,0,"B",1
21,"A",45,0,"B",1
21,"A",90,0,"S",1
21,"A",80,0,"S",1
21,"A",90,100,"S",1
21,"A",88,0,"S",1
21,"A",90,100,"S",1
21,"A",70,0,"S",1
21,"A",99,100,"S",1
21,"A",90,0,"S",1
21,"A",70,0,"S",1
21,"A",99,100,"S",1
21,"A",99,100,"S",1
21,"A",75,0,"S",1
21,"A",88,100,"S",1
21,"A",77,0,"S",1
21,"A",31,100,"S",1
21,"A",85,0,"S",1
21,"A",86,100,"S",1
21,"A",22,100,"S",1
21,"A",66,0,"S",1
21,"A",0,0,"S",1
21,"A",1,0,"U",1
21,"A",22,0,"U",1
21,"A",35,0,"U",1
21,"A",55,0,"U",1
21,"A",12,0,"U",1
21,"A",80,0,"U",1
21,"A",20,0,"U",1
21,"A",1,0,"U",1
21,"A",60,0,"U",1
21,"A",88,0,"U",1
21,"A",9,0,"U",1
21,"A",65,0,"U",1
21,"A",33,0,"U",1
21,"A",88,0,"U",1
21,"A",70,0,"U",1
21,"A",31,0,"U",1
21,"A",80,0,"U",1
21,"A",85,0,"U",1
21,"A",90,0,"U",1
21,"A",55,0,"U",1
25,"A",25,100,"F",1
25,"A",30,100,"F",1
25,"A",40,0,"F",1
25,"A",40,0,"F",1
25,"A",40,0,"F",1
25,"A",45,0,"F",1
25,"A",40,0,"F",1
25,"A",25,0,"F",1
25,"A",30,100,"F",1
25,"A",30,100,"F",1
25,"A",40,100,"F",1
25,"A",50,100,"F",1
25,"A",30,100,"F",1
25,"A",40,100,"F",1
25,"A",60,100,"F",1
25,"A",30,0,"F",1
25,"A",30,100,"F",1
25,"A",75,100,"F",1
25,"A",40,100,"F",1
25,"A",50,100,"F",1
25,"A",30,0,"B",1
25,"A",50,0,"B",1
25,"A",50,0,"B",1
25,"A",30,0,"B",1
25,"A",30,0,"B",1
25,"A",50,100,"B",1
25,"A",30,100,"B",1
25,"A",30,0,"B",1
25,"A",50,0,"B",1
25,"A",40,0,"B",1
25,"A",50,100,"B",1
25,"A",50,0,"B",1
25,"A",30,0,"B",1
25,"A",30,0,"B",1
25,"A",30,0,"B",1
25,"A",50,0,"B",1
25,"A",30,0,"B",1
25,"A",30,0,"B",1
25,"A",30,0,"B",1
25,"A",40,0,"B",1
25,"A",50,100,"S",1
25,"A",40,0,"S",1
25,"A",40,0,"S",1
25,"A",40,0,"S",1
25,"A",40,0,"S",1
25,"A",20,0,"S",1
25,"A",40,100,"S",1
25,"A",45,100,"S",1
25,"A",50,100,"S",1
25,"A",50,100,"S",1
25,"A",50,0,"S",1
25,"A",30,0,"S",1
25,"A",40,100,"S",1
25,"A",40,100,"S",1
25,"A",30,0,"S",1
25,"A",60,0,"S",1
25,"A",40,0,"S",1
25,"A",40,100,"S",1
25,"A",40,0,"S",1
25,"A",30,100,"S",1
25,"A",20,0,"U",1
25,"A",10,0,"U",1
25,"A",20,0,"U",1
25,"A",30,100,"U",1
25,"A",30,0,"U",1
25,"A",20,0,"U",1
25,"A",30,0,"U",1
25,"A",25,0,"U",1
25,"A",40,0,"U",1
25,"A",5,0,"U",1
25,"A",30,0,"U",1
25,"A",20,0,"U",1
25,"A",20,0,"U",1
25,"A",20,0,"U",1
25,"A",40,0,"U",1
25,"A",30,0,"U",1
25,"A",30,0,"U",1
25,"A",30,0,"U",1
25,"A",45,0,"U",1
25,"A",30,0,"U",1
25,"A",20,100,"F",1
25,"A",40,100,"F",1
25,"A",45,100,"F",1
25,"A",20,0,"F",1
25,"A",45,100,"F",1
25,"A",45,0,"F",1
25,"A",20,100,"F",1
25,"A",40,100,"F",1
25,"A",50,100,"F",1
25,"A",30,0,"F",1
25,"A",50,100,"F",1
25,"A",0,100,"F",1
25,"A",40,100,"F",1
25,"A",45,100,"F",1
25,"A",30,100,"F",1
25,"A",30,100,"F",1
25,"A",10,100,"F",1
25,"A",45,100,"F",1
25,"A",50,100,"F",1
25,"A",40,100,"F",1
25,"A",10,100,"B",1
25,"A",20,0,"B",1
25,"A",45,100,"B",1
25,"A",25,100,"B",1
25,"A",50,100,"B",1
25,"A",25,100,"B",1
25,"A",20,0,"B",1
25,"A",45,100,"B",1
25,"A",45,100,"B",1
25,"A",25,100,"B",1
25,"A",23,0,"B",1
25,"A",20,0,"B",1
25,"A",30,0,"B",1
25,"A",50,100,"B",1
25,"A",25,0,"B",1
25,"A",40,100,"B",1
25,"A",50,0,"B",1
25,"A",40,100,"B",1
25,"A",50,100,"B",1
25,"A",45,100,"B",1
25,"A",50,100,"S",1
25,"A",45,100,"S",1
25,"A",45,100,"S",1
25,"A",30,0,"S",1
25,"A",45,100,"S",1
25,"A",30,100,"S",1
25,"A",50,0,"S",1
25,"A",50,100,"S",1
25,"A",45,0,"S",1
25,"A",50,100,"S",1
25,"A",45,0,"S",1
25,"A",30,0,"S",1
25,"A",40,0,"S",1
25,"A",30,0,"S",1
25,"A",24,0,"S",1
25,"A",20,0,"S",1
25,"A",50,100,"S",1
25,"A",20,100,"S",1
25,"A",50,100,"S",1
25,"A",30,0,"S",1
25,"A",20,0,"U",1
25,"A",35,0,"U",1
25,"A",10,0,"U",1
25,"A",10,0,"U",1
25,"A",12,0,"U",1
25,"A",10,0,"U",1
25,"A",25,0,"U",1
25,"A",10,0,"U",1
25,"A",25,0,"U",1
25,"A",20,0,"U",1
25,"A",25,0,"U",1
25,"A",20,0,"U",1
25,"A",10,0,"U",1
25,"A",20,0,"U",1
25,"A",20,0,"U",1
25,"A",10,100,"U",1
25,"A",10,0,"U",1
25,"A",20,100,"U",1
25,"A",0,0,"U",1
25,"A",10,0,"U",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,0,"F",1
29,"A",75,0,"F",1
29,"A",100,100,"F",1
29,"A",85,0,"F",1
29,"A",75,100,"F",1
29,"A",100,0,"F",1
29,"A",100,0,"F",1
29,"A",100,100,"F",1
29,"A",70,0,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",20,100,"F",1
29,"A",75,100,"F",1
29,"A",100,0,"F",1
29,"A",55,0,"F",1
29,"A",75,100,"F",1
29,"A",80,100,"F",1
29,"A",100,100,"F",1
29,"A",100,0,"B",1
29,"A",100,0,"B",1
29,"A",70,0,"B",1
29,"A",45,0,"B",1
29,"A",95,0,"B",1
29,"A",85,100,"B",1
29,"A",50,0,"B",1
29,"A",80,0,"B",1
29,"A",100,0,"B",1
29,"A",100,100,"B",1
29,"A",100,100,"B",1
29,"A",100,100,"B",1
29,"A",80,0,"B",1
29,"A",100,0,"B",1
29,"A",100,100,"B",1
29,"A",100,0,"B",1
29,"A",100,100,"B",1
29,"A",100,0,"B",1
29,"A",96,100,"B",1
29,"A",100,0,"B",1
29,"A",70,100,"S",1
29,"A",100,100,"S",1
29,"A",100,0,"S",1
29,"A",100,0,"S",1
29,"A",100,0,"S",1
29,"A",85,100,"S",1
29,"A",60,100,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,0,"S",1
29,"A",100,100,"S",1
29,"A",70,100,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,0,"S",1
29,"A",100,0,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,0,"S",1
29,"A",100,100,"S",1
29,"A",20,0,"U",1
29,"A",45,0,"U",1
29,"A",20,0,"U",1
29,"A",0,0,"U",1
29,"A",30,0,"U",1
29,"A",20,0,"U",1
29,"A",25,0,"U",1
29,"A",45,0,"U",1
29,"A",25,0,"U",1
29,"A",20,0,"U",1
29,"A",45,0,"U",1
29,"A",35,0,"U",1
29,"A",35,0,"U",1
29,"A",60,0,"U",1
29,"A",35,0,"U",1
29,"A",60,0,"U",1
29,"A",25,0,"U",1
29,"A",40,0,"U",1
29,"A",35,0,"U",1
29,"A",30,0,"U",1
29,"A",100,100,"F",1
29,"A",0,0,"F",1
29,"A",65,100,"F",1
29,"A",80,100,"F",1
29,"A",100,0,"F",1
29,"A",90,100,"F",1
29,"A",100,100,"F",1
29,"A",100,0,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,0,"F",1
29,"A",95,100,"F",1
29,"A",100,0,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"F",1
29,"A",100,100,"B",1
29,"A",85,0,"B",1
29,"A",100,0,"B",1
29,"A",0,0,"B",1
29,"A",100,100,"B",1
29,"A",50,0,"B",1
29,"A",95,100,"B",1
29,"A",100,0,"B",1
29,"A",100,100,"B",1
29,"A",100,0,"B",1
29,"A",20,0,"B",1
29,"A",100,100,"B",1
29,"A",100,100,"B",1
29,"A",70,0,"B",1
29,"A",100,100,"B",1
29,"A",100,0,"B",1
29,"A",85,0,"B",1
29,"A",100,100,"B",1
29,"A",100,100,"B",1
29,"A",100,0,"B",1
29,"A",100,0,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",75,100,"S",1
29,"A",100,0,"S",1
29,"A",80,100,"S",1
29,"A",75,100,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,0,"S",1
29,"A",100,100,"S",1
29,"A",20,0,"S",1
29,"A",100,100,"S",1
29,"A",100,100,"S",1
29,"A",100,0,"S",1
29,"A",100,0,"S",1
29,"A",100,100,"S",1
29,"A",0,0,"U",1
29,"A",60,0,"U",1
29,"A",0,0,"U",1
29,"A",20,0,"U",1
29,"A",20,0,"U",1
29,"A",0,0,"U",1
29,"A",40,0,"U",1
29,"A",30,0,"U",1
29,"A",45,0,"U",1
29,"A",0,0,"U",1
29,"A",50,0,"U",1
29,"A",20,0,"U",1
29,"A",30,0,"U",1
29,"A",0,0,"U",1
29,"A",45,0,"U",1
29,"A",30,0,"U",1
29,"A",0,0,"U",1
29,"A",20,100,"U",1
29,"A",30,0,"U",1
29,"A",30,0,"U",1
33,"A",80,100,"F",1
33,"A",70,100,"F",1
33,"A",85,100,"F",1
33,"A",40,100,"F",1
33,"A",85,0,"F",1
33,"A",99,100,"F",1
33,"A",47,0,"F",1
33,"A",70,0,"F",1
33,"A",75,100,"F",1
33,"A",90,100,"F",1
33,"A",50,100,"F",1
33,"A",90,100,"F",1
33,"A",65,100,"F",1
33,"A",10,0,"F",1
33,"A",70,100,"F",1
33,"A",80,0,"F",1
33,"A",60,100,"F",1
33,"A",100,100,"F",1
33,"A",75,0,"F",1
33,"A",40,100,"F",1
33,"A",30,100,"B",1
33,"A",60,0,"B",1
33,"A",75,100,"B",1
33,"A",15,0,"B",1
33,"A",36,0,"B",1
33,"A",100,100,"B",1
33,"A",50,100,"B",1
33,"A",68,0,"B",1
33,"A",50,100,"B",1
33,"A",60,100,"B",1
33,"A",35,0,"B",1
33,"A",90,0,"B",1
33,"A",60,100,"B",1
33,"A",60,0,"B",1
33,"A",27,0,"B",1
33,"A",75,0,"B",1
